Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks,Yield_Percent,Defect_Rate_Percent
939,ORD-46829,2025-11-08,Plant A,MC-006,Conveyor Unit,6.6,Evening,OP0023,S. Kumar,Industrial Fastener,Polycarbonate,Poly Materials Inc,200,580,495,7,Not Graded,No,554.6,38.94,73.8,38.4,3.07,80.91,11.75,79.44,7.07,50.2,38,Due,No Remarks,85.34,1.41
940,ORD-51229,2025-11-04,Plant D,MC-012,3D Printer,8.8,Evening,OP0013,A. Iyer,Consumer Plastics,Cast Iron,Unknown,150,408,355,3,A,No,57.6,52.1,68.6,50.7,3.47,126.96,6.43,18.83,10.14,66.6,9,Due,Line stopped briefly,87.01,0.85
941,ORD-43092,2026-07-29,Plant B,MC-007,Press Brake,2.2,Evening,Unknown,Unknown,Consumer Plastics,Polycarbonate,Poly Materials Inc,150,641,599,12,A,No,8.8,56.66,73.8,61.4,0.85,144.01,21.09,199.18,10.17,92.4,13,OK,Material shortage,93.45,2.0
942,ORD-54345,2026-02-08,Plant B,MC-039,CNC Lathe,2.7,Evening,OP0070,Unknown,Electronics Housing,Steel,SteelCorp Ltd,100,384,384,14,B,No,1.0,50.04,70.9,58.7,2.68,206.63,4.58,54.35,6.42,90.7,34,Due,Line stopped briefly,100.0,3.65
943,ORD-31940,2026-05-16,Plant B,MC-039,Stamping Press,10.4,Morning,OP0008,Unknown,Industrial Fastener,ABS Plastic,Poly Materials Inc,300,535,434,8,Not Graded,Not Recorded,32.6,56.45,63.7,41.7,2.56,116.2,22.03,133.64,8.19,62.9,28,Due,Material shortage,81.12,1.84
944,ORD-35391,2025-12-29,Plant D,MC-039,Injection Molder,11.2,Morning,OP0101,P. Rao,Electronics Housing,Aluminum,Global Alloys,50,681,655,17,A,No,43.8,42.37,78.7,38.3,2.31,140.0,19.29,247.18,8.57,43.0,40,OK,Routine check,96.18,2.6
945,ORD-21177,2025-12-07,Plant A,MC-005,Stamping Press,12.3,Evening,OP0017,A. Iyer,Packaging Unit,Aluminum,Poly Materials Inc,250,475,518,7,Not Graded,No,5.3,32.16,67.0,43.3,3.08,145.92,39.37,216.49,9.74,70.5,23,Due,customer complaint logged,109.05,1.35
946,ORD-86865,2026-05-30,Plant B,MC-005,CNC Lathe,5.2,Morning,OP0051,Unknown,Automotive Parts,Unknown,Global Alloys,300,281,245,6,A+,Not Recorded,12.6,42.42,65.2,54.4,3.8,168.85,15.73,71.32,6.93,79.3,26,Not Scheduled,No Remarks,87.19,2.45
947,ORD-99918,2025-10-07,Plant A,MC-038,CNC Mill,8.8,Evening,OP0055,R. Sharma,Automotive Parts,Aluminum,Global Alloys,250,544,473,7,B,No,50.8,36.65,72.8,61.3,1.45,138.62,40.31,266.92,6.47,65.4,31,Due,Routine check,86.95,1.48
948,ORD-81646,2026-04-03,Plant B,MC-032,Injection Molder,10.6,Morning,OP0005,N. Fernandes,Packaging Unit,Polycarbonate,Global Alloys,300,632,581,18,A,Yes,31.0,40.4,59.7,41.8,2.0,61.84,24.52,391.13,8.43,70.3,29,Not Scheduled,No Remarks,91.93,3.1
949,ORD-44581,2025-11-02,Plant D,MC-034,Assembly Line,10.6,Night,OP0062,Unknown,Metal Bracket,Copper,Global Alloys,300,572,644,15,A,Not Recorded,10.4,47.05,78.0,29.8,1.48,89.89,27.03,302.63,8.38,48.5,12,Not Scheduled,No Remarks,112.59,2.33
950,ORD-84647,2026-04-10,Plant E,MC-004,Assembly Line,12.1,Morning,OP0074,K. Verma,Automotive Parts,ABS Plastic,SteelCorp Ltd,100,438,457,6,Not Graded,Not Recorded,45.4,36.37,66.8,50.5,1.53,136.25,15.36,62.79,8.83,47.6,2,Due,Power fluctuation,104.34,1.31
951,ORD-44866,2026-01-16,Plant A,MC-021,Laser Cutter,11.5,Night,OP0116,S. Kumar,Metal Bracket,Copper,Global Alloys,50,387,326,8,A,No,18.3,34.76,58.4,33.3,3.67,133.93,43.55,282.83,6.77,40.5,8,OK,OK,84.24,2.45
952,ORD-72573,2026-01-11,Plant A,MC-037,Laser Cutter,6.1,Morning,OP0063,K. Verma,Home Appliance Component,Steel,Poly Materials Inc,200,523,541,20,A,No,60.5,45.48,65.9,48.2,2.42,168.54,14.83,263.94,6.71,90.5,18,OK,customer complaint logged,103.44,3.7
953,ORD-42457,2026-08-22,Plant C,MC-018,Conveyor Unit,10.4,Morning,OP0100,P. Rao,Medical Device Part,Steel,SteelCorp Ltd,50,598,545,9,A+,No,84.1,67.78,65.2,39.6,6.17,82.24,2.63,15.29,7.27,55.4,32,Not Scheduled,Material shortage,91.14,1.65
954,ORD-98027,2026-02-28,Plant C,MC-018,Laser Cutter,8.3,Night,OP0036,Unknown,Consumer Plastics,Polycarbonate,Precision Components Co,200,226,205,3,A,Yes,20.7,42.47,80.6,50.2,2.73,136.18,26.89,60.95,7.56,61.3,22,OK,customer complaint logged,90.71,1.46
955,ORD-79817,2025-11-26,Plant C,MC-011,3D Printer,7.1,Evening,OP0077,P. Rao,Industrial Fastener,Steel,Global Alloys,200,590,555,8,B,Not Recorded,28.7,37.08,58.8,38.9,3.87,107.24,19.46,149.81,8.02,75.7,34,Scheduled,customer complaint logged,94.07,1.44
956,ORD-33706,2025-12-05,Plant B,MC-011,CNC Mill,6.6,Night,OP0104,M. Naidu,Metal Bracket,Aluminum,SteelCorp Ltd,150,418,398,16,Not Graded,Yes,48.8,54.11,66.1,45.2,2.13,110.59,41.5,651.97,6.38,60.8,25,Overdue,No Remarks,95.22,4.02
957,ORD-64657,2026-03-15,Plant C,MC-010,Press Brake,14.3,Night,OP0002,P. Rao,Industrial Fastener,Steel,Poly Materials Inc,100,487,493,9,B,No,19.4,58.81,73.0,48.6,1.72,143.66,40.57,205.96,7.6,55.9,28,Not Scheduled,No Remarks,101.23,1.83
958,ORD-72988,2026-06-14,Plant B,MC-009,Conveyor Unit,14.7,Morning,OP0104,P. Rao,Packaging Unit,Aluminum,SteelCorp Ltd,150,453,432,8,C,No,27.4,57.5,51.8,40.9,1.81,117.57,18.81,116.52,11.53,71.3,30,OK,Material shortage,95.36,1.85
959,ORD-43801,2025-11-26,Plant A,MC-020,Stamping Press,13.2,Morning,OP0017,K. Verma,Packaging Unit,Unknown,SteelCorp Ltd,150,348,333,10,A,No,16.7,47.41,76.1,44.6,1.1,116.53,44.06,272.21,6.68,46.5,39,Due,Power fluctuation,95.69,3.0
960,ORD-16708,2026-07-29,Plant C,MC-027,Laser Cutter,11.8,Morning,OP0050,K. Verma,Metal Bracket,Cast Iron,Unknown,250,529,538,9,A,Yes,8.7,47.7,75.1,52.6,0.58,125.14,22.5,122.07,6.93,93.5,4,Not Scheduled,OK,101.7,1.67
961,ORD-42285,2025-12-12,Plant E,MC-017,3D Printer,12.7,Morning,OP0097,Unknown,Automotive Parts,Cast Iron,MetalWorks Pvt Ltd,150,376,338,6,A+,Yes,48.3,22.67,69.0,55.3,1.55,80.41,39.34,225.86,9.94,100.0,63,Due,OK,89.89,1.78
962,ORD-42435,2026-02-11,Plant D,MC-016,CNC Lathe,4.8,Night,OP0065,P. Rao,Home Appliance Component,Polycarbonate,SteelCorp Ltd,300,375,388,12,Reject,Yes,0.2,42.76,68.5,51.4,2.01,137.03,6.99,64.97,8.44,77.2,42,OK,unknown issue,103.47,3.09
963,ORD-67779,2026-01-30,Unknown,MC-037,Welding Robot,6.5,Evening,OP0073,R. Sharma,Packaging Unit,Polycarbonate,Unknown,50,793,745,22,A,No,27.0,47.69,60.9,50.7,4.55,167.09,41.84,523.19,8.15,66.1,34,Scheduled,No Remarks,93.95,2.95
964,ORD-92254,2026-05-31,Plant C,MC-019,Stamping Press,12.7,Evening,OP0115,R. Sharma,Packaging Unit,Steel,MetalWorks Pvt Ltd,200,408,408,5,Not Graded,Yes,19.5,58.29,65.4,17.9,2.34,126.32,15.73,67.49,11.7,40.2,15,Overdue,unknown issue,100.0,1.23
965,ORD-94252,2025-11-13,Plant C,MC-005,Stamping Press,2.2,Morning,OP0050,L. D'Souza,Medical Device Part,Aluminum,SteelCorp Ltd,100,788,731,17,Reject,Yes,6.9,45.45,65.6,44.0,1.87,94.38,36.52,491.05,8.96,51.6,74,Due,No Remarks,92.77,2.33
966,ORD-27635,2026-08-31,Plant E,MC-003,Conveyor Unit,3.6,Evening,OP0054,S. Kumar,Electronics Housing,Polycarbonate,Poly Materials Inc,50,427,394,15,C,Not Recorded,17.2,48.51,69.3,37.6,2.28,175.6,21.28,290.51,8.35,49.5,15,Not Scheduled,Line stopped briefly,92.27,3.81
967,ORD-10593,2026-05-04,Plant D,MC-023,Conveyor Unit,3.0,Morning,OP0077,M. Naidu,Electronics Housing,Cast Iron,Precision Components Co,300,695,735,13,A+,Not Recorded,17.4,51.54,67.9,35.6,2.01,72.65,43.02,502.97,8.35,51.3,18,OK,Routine check,105.76,1.77
968,ORD-53866,2026-07-19,Plant A,MC-023,Laser Cutter,4.5,Morning,OP0026,S. Kumar,Aerospace Component,Steel,Poly Materials Inc,100,350,276,5,A,Yes,6.7,35.89,60.8,48.9,4.12,71.11,19.12,74.4,8.28,56.2,17,Not Scheduled,No Remarks,78.86,1.81
969,ord3284,2026-03-11,Plant E,MC-023,3D Printer,10.8,Night,OP0031,P. Rao,Home Appliance Component,Unknown,Poly Materials Inc,150,406,340,6,B,No,54.6,29.19,64.1,74.2,1.21,176.69,9.6,40.12,7.1,82.3,8,OK,Material shortage,83.74,1.76
970,ORD-46817,2025-12-25,Plant B,MC-029,Assembly Line,4.6,Morning,OP0063,M. Naidu,Medical Device Part,Aluminum,MetalWorks Pvt Ltd,200,493,472,5,A,No,38.6,51.53,76.0,42.9,1.43,153.21,37.85,125.11,7.12,59.1,53,Due,Late shift start,95.74,1.06
971,ORD-21683,2026-02-21,Plant D,MC-031,CNC Mill,4.8,Evening,OP0089,K. Verma,Aerospace Component,Aluminum,MetalWorks Pvt Ltd,150,728,736,15,Reject,Yes,44.2,36.31,62.2,12.1,3.64,173.91,7.9,85.14,8.75,60.7,35,Not Scheduled,Late shift start,101.1,2.04
972,ORD-10746,2025-10-24,Plant C,MC-030,Welding Robot,13.2,Morning,OP0004,L. D'Souza,Aerospace Component,Steel,MetalWorks Pvt Ltd,50,570,550,7,C,No,35.2,34.72,65.0,40.6,2.58,143.65,14.53,93.26,6.45,40.6,22,Due,No Remarks,96.49,1.27
973,ORD-46890,2026-04-25,Plant D,MC-008,Press Brake,2.9,Evening,OP0067,M. Naidu,Consumer Plastics,Steel,Precision Components Co,150,306,283,4,Not Graded,Not Recorded,7.4,39.71,81.9,35.7,1.98,167.27,18.0,57.03,5.6,60.2,15,Not Scheduled,Late shift start,92.48,1.41
974,ORD-83389,2026-01-25,Plant D,MC-007,CNC Mill,13.4,Evening,OP0097,M. Naidu,Aerospace Component,Polycarbonate,MetalWorks Pvt Ltd,250,605,612,13,Not Graded,Yes,10.3,57.39,81.1,39.2,1.16,124.86,20.68,159.93,7.11,59.2,33,Scheduled,unknown issue,101.16,2.12
975,ORD-62205,2026-07-10,Plant A,MC-001,Injection Molder,14.1,Morning,OP0110,A. Iyer,Metal Bracket,Copper,SteelCorp Ltd,50,490,450,14,A,Yes,20.3,30.91,63.3,54.3,0.36,125.96,39.59,326.83,5.61,88.8,18,Not Scheduled,Routine check,91.84,3.11
976,ORD-18027,2026-09-02,Plant D,MC-009,Press Brake,6.9,Night,Unknown,Unknown,Electronics Housing,Steel,Global Alloys,50,674,598,12,C,Yes,10.3,39.07,58.5,25.7,4.55,96.07,10.56,80.57,9.76,56.1,43,Scheduled,OK,88.72,2.01
977,ORD-64005,2025-11-19,Plant A,MC-008,Conveyor Unit,3.6,Night,OP0044,A. Iyer,Medical Device Part,Steel,SteelCorp Ltd,50,603,506,16,A,Not Recorded,18.3,46.79,78.8,24.8,2.26,77.68,19.98,319.42,10.51,55.6,34,Due,Material shortage,83.91,3.16
978,ORD-28058,2026-03-15,Plant C,MC-027,CNC Lathe,10.0,Evening,OP0114,P. Rao,Consumer Plastics,Aluminum,Precision Components Co,300,390,370,7,Not Graded,Not Recorded,4.7,44.68,62.1,57.5,2.55,134.21,21.41,85.37,4.95,59.7,34,Overdue,No Remarks,94.87,1.89
979,ORD-80663,2025-12-03,Plant D,MC-013,CNC Lathe,9.8,Morning,OP0095,Unknown,Metal Bracket,Cast Iron,SteelCorp Ltd,175,207,203,3,C,Yes,15.8,48.22,58.0,59.4,1.32,61.39,5.12,8.99,8.44,49.4,14,OK,unknown issue,98.07,1.48
980,ORD-21761,2025-10-17,Plant B,MC-026,Laser Cutter,9.0,Evening,OP0091,Unknown,Metal Bracket,Polycarbonate,Precision Components Co,200,340,336,3,B,Not Recorded,5.9,46.7,83.7,30.7,3.43,143.79,36.97,90.65,7.55,49.3,41,Not Scheduled,No Remarks,98.82,0.89
981,ORD-19549,2025-11-25,Plant D,MC-033,Welding Robot,11.1,Evening,OP0042,K. Verma,Consumer Plastics,Steel,Unknown,200,750,650,9,Reject,Yes,21.2,47.01,71.7,38.2,0.63,92.56,39.58,286.51,9.43,79.9,7,Overdue,No Remarks,86.67,1.38
982,ORD-91327,2026-01-07,Plant A,MC-018,Assembly Line,7.3,Morning,OP0023,N. Fernandes,Electronics Housing,Unknown,Global Alloys,200,539,578,12,Not Graded,Yes,45.1,43.76,58.2,39.5,1.95,11.23,40.26,404.82,10.0,69.8,36,Not Scheduled,unknown issue,107.24,2.08
983,ORD-40262,2026-01-29,Plant C,MC-036,Press Brake,10.5,Night,OP0108,N. Fernandes,Packaging Unit,Copper,Poly Materials Inc,200,516,443,10,A,Yes,10.3,53.17,68.3,53.9,0.94,70.29,39.91,359.1,7.79,64.8,3,OK,Late shift start,85.85,2.26
984,ORD-30669,2026-01-24,Plant A,MC-027,Welding Robot,4.7,Morning,OP0029,R. Sharma,Medical Device Part,Unknown,Global Alloys,50,442,428,4,A+,Not Recorded,8.0,55.2,69.9,44.5,1.25,72.56,18.59,65.83,6.51,80.3,29,Overdue,Late shift start,96.83,0.93
985,ORD-79188,2026-06-27,Plant B,MC-022,Assembly Line,1.0,Morning,OP0069,S. Kumar,Metal Bracket,ABS Plastic,Unknown,175,379,311,9,A,No,7.3,45.98,86.3,29.5,2.18,56.5,7.74,41.26,6.91,54.9,49,Overdue,unknown issue,82.06,2.89
986,ORD-80931,2026-03-30,Plant A,MC-036,Press Brake,11.4,Evening,OP0027,Unknown,Home Appliance Component,Aluminum,Global Alloys,250,525,459,8,Reject,No,10.9,45.43,64.9,39.2,3.1,182.58,18.51,100.84,8.67,60.0,46,Scheduled,No Remarks,87.43,1.74
987,ORD-69848,2026-05-11,Plant A,MC-021,Injection Molder,3.6,Night,OP0119,Unknown,Medical Device Part,Aluminum,MetalWorks Pvt Ltd,150,292,279,4,A,Yes,51.4,36.58,70.3,35.1,0.52,72.24,42.77,164.12,6.28,72.8,59,Overdue,Routine check,95.55,1.43
988,ORD-58023,2025-10-06,Plant A,MC-002,Welding Robot,7.8,Evening,OP0093,N. Fernandes,Aerospace Component,Polycarbonate,Global Alloys,150,622,524,14,C,Yes,34.5,31.67,72.7,31.2,2.4,92.55,21.48,160.23,6.78,52.6,37,Due,Line stopped briefly,84.24,2.67
989,ORD-68491,2026-03-15,Plant A,MC-011,CNC Mill,4.3,Morning,OP0091,M. Naidu,Metal Bracket,Aluminum,Poly Materials Inc,150,402,376,7,A+,No,27.6,62.87,88.4,40.1,2.74,139.94,4.21,17.37,6.78,63.5,43,OK,Late shift start,93.53,1.86
990,ORD-88525,2026-05-29,Plant D,MC-037,Press Brake,0.4,Morning,OP0045,K. Verma,Automotive Parts,Steel,Precision Components Co,250,537,527,6,Not Graded,Yes,57.2,36.72,75.0,53.5,1.33,90.84,11.13,66.68,9.05,93.3,34,Not Scheduled,OK,98.14,1.14
991,ORD-48625,2026-05-03,Plant D,MC-040,Laser Cutter,11.6,Morning,OP0038,Unknown,Metal Bracket,Unknown,Poly Materials Inc,100,569,450,8,Not Graded,Yes,11.7,45.2,59.9,52.6,1.62,90.53,2.86,14.36,7.47,96.2,23,Due,Late shift start,79.09,1.78
992,ORD-69989,2026-04-10,Plant B,MC-034,Welding Robot,1.9,Night,OP0024,R. Sharma,Packaging Unit,Aluminum,MetalWorks Pvt Ltd,200,501,455,14,A,Not Recorded,41.8,69.35,59.8,44.0,1.42,136.84,5.04,68.08,10.48,60.6,3,Not Scheduled,customer complaint logged,90.82,3.08
993,ORD-45765,2026-01-26,Plant A,MC-026,Conveyor Unit,6.2,Night,OP0015,M. Naidu,Aerospace Component,Unknown,SteelCorp Ltd,250,420,446,16,Reject,No,37.5,41.81,70.7,57.8,1.85,58.4,25.58,311.25,7.58,57.5,10,Scheduled,No Remarks,106.19,3.59
994,ORD-93738,2025-10-28,Plant E,MC-021,Welding Robot,10.0,Evening,OP0030,A. Iyer,Home Appliance Component,Steel,Poly Materials Inc,250,734,693,13,A,Yes,51.5,58.06,85.6,47.7,0.96,104.58,23.39,271.63,5.6,67.7,23,Not Scheduled,Power fluctuation,94.41,1.88
995,ORD-54085,2026-09-07,Plant C,MC-007,Conveyor Unit,6.2,Night,OP0020,Unknown,Metal Bracket,Polycarbonate,Global Alloys,300,490,505,14,B,No,1.6,53.26,65.8,63.3,1.69,101.02,30.53,251.72,8.16,81.5,25,Due,No Remarks,103.06,2.77
996,ORD-79888,2026-06-16,Plant E,MC-035,Conveyor Unit,5.9,Morning,OP0078,P. Rao,Packaging Unit,Aluminum,Global Alloys,250,604,565,15,A,Yes,19.6,34.99,52.5,47.8,3.28,112.1,7.71,63.21,10.57,93.8,25,Due,Power fluctuation,93.54,2.65
997,ORD-45100,2026-03-24,Plant B,MC-002,Stamping Press,9.7,Unknown,Unknown,R. Sharma,Industrial Fastener,Aluminum,SteelCorp Ltd,100,406,342,4,B,No,11.7,67.95,71.5,29.7,0.97,123.29,31.72,82.17,9.44,51.6,10,OK,customer complaint logged,84.24,1.17
998,ORD-63112,2026-06-09,Plant D,MC-012,Assembly Line,0.9,Morning,OP0075,A. Iyer,Aerospace Component,Polycarbonate,Precision Components Co,150,763,728,10,C,No,6.1,38.14,79.4,44.7,0.0,127.46,44.34,319.93,10.79,85.2,0,Overdue,customer complaint logged,95.41,1.37
999,ORD-55074,2026-08-16,Plant B,MC-039,Welding Robot,10.8,Morning,OP0115,Unknown,Industrial Fastener,Copper,Unknown,200,236,225,6,C,Yes,30.8,39.83,76.2,49.8,3.19,72.08,2.61,12.77,7.33,74.5,59,OK,Routine check,95.34,2.67
1000,ORD-18292,2026-07-20,Plant E,MC-013,Injection Molder,6.9,Evening,OP0026,N. Fernandes,Automotive Parts,ABS Plastic,MetalWorks Pvt Ltd,150,507,441,12,B,No,31.1,33.17,66.3,54.0,1.36,90.37,33.78,276.99,6.84,40.5,5,Not Scheduled,unknown issue,86.98,2.72
1001,ORD-31639,2025-12-27,Plant E,MC-039,CNC Lathe,2.8,Night,OP0114,K. Verma,Home Appliance Component,Steel,Poly Materials Inc,150,416,467,7,Reject,Yes,6.7,65.08,53.5,49.3,3.0,148.76,34.8,173.06,5.37,88.6,13,Due,Late shift start,112.26,1.5
1002,ORD-60123,2026-04-26,Plant B,MC-007,CNC Lathe,4.9,Unknown,OP0075,M. Naidu,Medical Device Part,Aluminum,Global Alloys,100,472,443,7,B,Yes,21.0,56.57,58.2,46.2,1.16,110.5,41.06,279.15,8.73,83.3,56,Overdue,No Remarks,93.86,1.58
1003,ORD-46152,2026-06-30,Plant C,MC-026,Laser Cutter,5.1,Evening,OP0085,S. Kumar,Medical Device Part,Aluminum,Poly Materials Inc,200,554,499,11,B,No,28.7,46.14,53.4,14.9,2.49,124.88,25.64,205.58,7.11,49.8,29,OK,Power fluctuation,90.07,2.2
1004,ORD-26154,2025-12-06,Plant B,MC-027,CNC Mill,3.7,Morning,OP0046,L. D'Souza,Medical Device Part,Aluminum,SteelCorp Ltd,200,653,597,11,A+,Not Recorded,28.3,36.39,51.1,62.6,5.99,103.36,19.01,201.49,6.7,69.0,6,Overdue,OK,91.42,1.84
1005,ORD-45222,2026-01-31,Plant D,MC-007,Welding Robot,3.4,Morning,OP0030,S. Kumar,Packaging Unit,Polycarbonate,Global Alloys,300,476,470,6,C,Not Recorded,11.7,39.74,51.9,50.6,2.57,102.97,27.44,148.15,6.65,78.3,11,OK,Line stopped briefly,98.74,1.28
1006,ORD-14529,2026-09-14,Plant B,MC-002,Laser Cutter,13.2,Evening,OP0041,M. Naidu,Packaging Unit,Steel,Unknown,200,652,633,7,A,Yes,50.0,46.18,65.7,43.4,1.81,149.61,10.93,50.81,9.09,90.0,7,Overdue,No Remarks,97.09,1.11
1007,ORD-32041,2025-12-22,Plant B,MC-008,CNC Mill,11.7,Morning,OP0046,Unknown,Metal Bracket,Unknown,SteelCorp Ltd,250,641,550,13,B,Not Recorded,51.1,47.55,67.4,27.8,0.66,132.28,26.23,239.78,6.99,63.8,5,OK,Routine check,85.8,2.36
1008,ORD-25029,2025-11-26,Unknown,MC-004,Laser Cutter,11.9,Morning,OP0091,Unknown,Packaging Unit,Steel,Global Alloys,50,664,550,8,A,Yes,14.6,41.75,54.6,40.2,1.97,98.02,2.91,21.62,8.64,96.1,47,Scheduled,Routine check,82.83,1.45
1009,ORD-72092,2025-10-21,Plant E,MC-036,Conveyor Unit,7.1,Morning,OP0069,P. Rao,Medical Device Part,Unknown,Global Alloys,150,710,704,7,B,Yes,17.7,46.55,55.4,55.9,2.87,139.51,44.69,231.88,6.38,76.1,42,OK,Routine check,99.15,0.99
1010,ORD-18707,2026-07-11,Plant D,MC-032,Welding Robot,14.0,Morning,OP0074,P. Rao,Packaging Unit,Copper,Poly Materials Inc,200,675,647,17,C,No,6.9,26.08,52.2,47.8,3.38,151.95,17.85,159.52,9.35,71.7,48,Due,unknown issue,95.85,2.63
1011,ORD-17162,2026-05-27,Plant A,MC-030,Stamping Press,12.7,Morning,OP0014,S. Kumar,Electronics Housing,Polycarbonate,Global Alloys,300,492,491,6,A,Yes,41.4,47.77,61.9,31.5,0.16,138.07,12.11,62.36,5.24,42.4,58,Scheduled,Late shift start,99.8,1.22
1012,ORD-69382,2025-12-21,Plant A,MC-011,Assembly Line,5.0,Morning,OP0098,S. Kumar,Packaging Unit,Aluminum,MetalWorks Pvt Ltd,100,672,635,10,C,Not Recorded,44.9,60.61,50.0,36.5,2.74,142.55,4.7,39.41,6.72,59.5,34,Not Scheduled,OK,94.49,1.57
1013,ORD-15559,2026-08-24,Plant B,MC-037,CNC Mill,10.2,Evening,OP0040,M. Naidu,Electronics Housing,Cast Iron,Precision Components Co,300,303,328,7,A+,No,12.4,44.65,74.9,52.8,2.41,118.47,38.09,157.49,8.92,94.8,10,Overdue,No Remarks,108.25,2.13
1014,ORD-12239,2025-12-11,Unknown,MC-037,Assembly Line,2.0,Morning,OP0003,Unknown,Consumer Plastics,Steel,MetalWorks Pvt Ltd,150,557,532,11,Reject,Yes,50.7,43.48,65.6,33.3,0.89,84.14,27.53,252.4,7.2,54.7,6,Not Scheduled,OK,95.51,2.07
1015,ORD-87283,2026-01-11,Plant D,MC-009,Stamping Press,6.5,Night,OP0009,A. Iyer,Home Appliance Component,Steel,SteelCorp Ltd,50,416,407,9,A,No,52.8,46.77,62.6,27.9,0.23,133.18,12.9,105.98,8.8,78.4,45,Scheduled,OK,97.84,2.21
1016,ORD-60125,2026-04-19,Plant C,MC-017,CNC Mill,8.7,Evening,OP0094,Unknown,Automotive Parts,Steel,Poly Materials Inc,150,316,276,10,A+,Not Recorded,27.1,47.67,64.4,50.5,2.34,50.29,34.75,264.15,6.99,82.4,15,OK,Power fluctuation,87.34,3.62
1017,ORD-43477,2026-06-19,Plant E,MC-040,CNC Lathe,7.0,Morning,OP0023,S. Kumar,Industrial Fastener,Unknown,SteelCorp Ltd,250,443,444,8,C,No,9.1,63.58,55.8,37.9,1.0,146.13,26.81,119.27,10.49,80.0,16,Overdue,No Remarks,100.23,1.8
1018,ORD-57727,2026-03-19,Plant A,MC-016,Injection Molder,2.6,Morning,OP0042,Unknown,Medical Device Part,Cast Iron,MetalWorks Pvt Ltd,50,715,745,7,Not Graded,Yes,29.0,34.06,50.2,53.9,3.84,106.87,15.47,108.02,11.59,82.2,32,Due,unknown issue,104.2,0.94
1019,ORD-95517,2026-05-03,Plant C,MC-004,Laser Cutter,3.7,Morning,OP0030,R. Sharma,Electronics Housing,Polycarbonate,Poly Materials Inc,50,557,459,12,C,Yes,10.8,29.25,85.0,67.8,3.43,154.56,33.51,223.25,8.45,70.6,16,Not Scheduled,Late shift start,82.41,2.61
1020,ORD-79869,2025-12-02,Plant D,MC-023,Conveyor Unit,0.8,Evening,OP0017,N. Fernandes,Automotive Parts,ABS Plastic,SteelCorp Ltd,150,332,255,7,B,Yes,9.1,53.91,61.8,30.6,0.53,160.23,9.98,52.18,6.89,51.8,16,Not Scheduled,Line stopped briefly,76.81,2.75
1021,ORD-88383,2026-01-25,Plant A,MC-007,Welding Robot,13.6,Night,OP0001,A. Iyer,Home Appliance Component,Aluminum,Unknown,300,514,487,7,Not Graded,Yes,19.6,59.29,59.5,57.9,1.07,163.39,23.7,92.09,6.65,85.0,17,Due,No Remarks,94.75,1.44
1022,ORD-51104,2025-10-08,Plant B,MC-016,Injection Molder,1.4,Night,OP0022,M. Naidu,Packaging Unit,Aluminum,SteelCorp Ltd,50,406,367,10,B,Yes,21.0,59.29,79.7,34.6,2.9,162.6,2.72,16.18,6.93,49.3,37,Not Scheduled,No Remarks,90.39,2.72
1023,ORD-99626,2025-12-31,Plant E,MC-035,Injection Molder,2.2,Morning,OP0117,A. Iyer,Packaging Unit,Aluminum,Poly Materials Inc,250,562,522,5,A,No,19.3,38.07,75.8,34.9,2.45,110.88,44.13,144.86,7.36,46.4,27,Not Scheduled,Late shift start,92.88,0.96
1024,ORD-58668,2026-02-26,Plant B,MC-025,Injection Molder,8.9,Evening,OP0018,P. Rao,Industrial Fastener,Copper,SteelCorp Ltd,150,516,470,13,A,Yes,11.1,46.37,60.4,49.8,0.92,120.59,36.5,296.17,7.23,97.9,53,OK,unknown issue,91.09,2.77
1025,ORD-31589,2026-04-12,Plant C,MC-008,Stamping Press,6.0,Evening,OP0014,P. Rao,Medical Device Part,Copper,SteelCorp Ltd,100,539,465,11,A+,Not Recorded,25.5,50.01,60.1,42.0,2.08,133.22,13.61,142.81,8.36,76.8,28,OK,OK,86.27,2.37
1026,ORD-19059,2026-01-28,Plant B,MC-011,Conveyor Unit,7.2,Evening,OP0024,Unknown,Aerospace Component,Unknown,Global Alloys,150,444,443,5,B,No,14.6,39.77,52.2,23.8,1.13,138.87,22.4,104.18,6.4,86.5,26,Not Scheduled,No Remarks,99.77,1.13
1027,ORD-31605,2026-05-10,Plant A,MC-012,Conveyor Unit,1.5,Night,OP0112,S. Kumar,Automotive Parts,Unknown,Global Alloys,150,591,503,9,B,Yes,22.5,40.84,76.8,36.0,4.58,69.74,43.37,389.42,7.61,86.8,13,Due,No Remarks,85.11,1.79
