Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks
889,ORD-41850,2026-01-11,Plant E,MC-024,Laser Cutter,0.7,Night,OP0044,R. Sharma,Industrial Fastener,Copper,MetalWorks Pvt Ltd,,554.0,507.0,8.0,A,yes,8.6,61.85,67.8,24.9,0.71,85.26,4.69,23.98,11.69,56.2,31.0,Due,OK
890,ORD-36177,31-Jan-2026,Plant C,MC-022,Injection Molder,14.3,1st Shift,OP0101,P. Rao,Aerospace Component,Copper,SteelCorp Ltd,150.0,798.0,818.0,23.0,,Yes,9.9,31.47,79.8,57.1,1.79,129.59,33.74,574.26,9.35,44.2,40.0,N/A,OK
891,ORD-64460,26-Jun-2026,Plant A,MC-001,CNC Mill,14.5,,OP0068,S. Kumar,Metal Bracket,Steel,Steelcorp Ltd.,50.0,666.0,593.0,20.0,,Y,33.2,-49.39,68.3,26.4,2.89,138.56,20.63,302.84,6.17,59.4,39.0,Overdue,Power fluctuation
892,ORD-56525,07-11-2026,Plant E,MC-009,CNC Lathe,4.6,Morning,OP0017,unknown,Home Appliance Component,ALUMINUM,Precision Components Co,200.0,596.0,652.0,12.0,Reject,,23.6,59.92,61.0,37.2,1.7,46.34,44.05,420.63,8.08,46.3,1.0,Overdue,
893,ORD-45896,2026-07-30,PLANT A,MC-039,Stamping Press,5.2,Morning,OP0029,unknown,Electronics Housing,Aluminum,Steelcorp Ltd.,250.0,426.0,390.0,4.0,A+,N,49.0,57.76,73.5,27.3,1.64,188.16,20.64,43.71,8.09,62.7,35.0,ok,
894,ORD-93379,2025-10-07,Plant B,MC-031,CNC Mill,11.0,Day,OP0076,"D'Souza, L.",Aerospace Component,Steel,Precision Components Co,200.0,383.0,346.0,8.0,B,Yes,49.2,48.76,60.0,45.7,4.46,167.17,30.7,244.45,9.11,52.5,49.0,N/A,OK
895,ORD-75374,28-Oct-2025,  Plant A  ,MC-031,Stamping Press,10.0,Evening,OP0016,unknown,Home Appliance Component,steel,,200.0,576.0,526.0,4.0,A,,23.1,31.23,68.8,9.1,1.86,62.93,27.06,68.35,9.22,92.5,50.0,OK,N/A
896,ORD-15234,2026-07-18,Plant-D,MC-004,3D Printer,4.8,Night,OP0050,K. Verma,Electronics Housing,ABS Plastic,Steelcorp Ltd.,300.0,540.0,477.0,5.0,C,,2.9,37.4,92.5,52.3,3.03,92.86,21.04,66.72,8.91,85.8,35.0,Due,unknown issue
897,ORD-75663,04-25-2026,Plant C,MC-024,Assembly Line,2.8,Morning,OP0117,R. Sharma,Industrial Fastener,Cast Iron,Steelcorp Ltd.,250.0,252.0,241.0,5.0,A+,Y,15.6,51.9,72.8,15.4,1.24,160.35,32.79,157.23,9.36,91.2,74.0,DUE,N/A
898,ORD-87432,24-Oct-2025,Plant B,MC-020,Press Brake,13.9,Night,OP0092,unknown,Aerospace Component,,global alloys,100.0,576.0,527.0,8.0,A+,,36.4,55.83,66.1,54.2,1.75,166.46,8.16,55.83,8.75,85.9,45.0,Due,Line stopped briefly
899,ORD-10211,2026-08-24,Plant B,MC-031,Press Brake,11.6,2nd Shift,OP0041,N. Fernandes,Home Appliance Component,,Global Alloys,300.0,588.0,561.0,10.0,A,Y,14.0,39.03,59.4,57.8,0.16,113.05,18.6,144.83,7.53,42.4,33.0,Overdue,Material shortage
900,ORD-82291,04/08/2026,Plant C,MC-014,3D Printer,6.7,Morning,OP0013,R. Sharma,Consumer Plastics,Copper,global alloys,300.0,700.0,604.0,10.0,grade b,Yes,5.6,62.21,70.7,36.3,2.27,117.85,35.12,346.47,6.92,67.6,75.0,Due,Material shortage
901,ORD-77043,19/03/2026,Plant A,MC-006,Stamping Press,11.7,Night,OP0057,A. Iyer,Consumer Plastics,Cast Iron,MetalWorks Pvt Ltd,,569.0,468.0,11.0,  grade b  ,Yes,22.9,51.72,72.8,51.3,1.63,95.59,22.95,131.35,8.05,79.3,44.0,ok,Material shortage
902,ORD-71300,2026-04-24,  Plant B  ,MC-018,Stamping Press,0.3,Evening,OP0084,P. Rao,Home Appliance Component,  steel  ,MetalWorks Pvt Ltd,250.0,442.0,430.0,6.0,grade b,Yes,24.0,33.18,72.1,47.0,2.28,133.63,23.72,139.96,4.65,75.0,35.0,Due,customer complaint logged
903,ORD-77084,06-18-2026,plant b,MC-011,Stamping Press,7.0,Morning,OP0020,,Electronics Housing,Cast Iron,Precision Components Co,200.0,701.0,714.0,7.0,Grade A,No,12.4,47.36,81.7,33.0,3.12,88.92,11.16,62.75,9.07,88.2,18.0,DUE,Routine check
904,ORD-58532,02-11-2026,Plant C,MC-029,Welding Robot,2.6,Evening,OP0112,K. Verma,Medical Device Part,Cast Iron,global alloys,50.0,584.0,,3.0,Grade A,Yes,20.6,29.44,75.3,34.5,1.77,131.57,20.97,31.49,9.33,52.8,21.0,ok,  Late shift start 
905,ORD-12628,2025-12-29,Plant A,MC-029,Laser Cutter,13.8,Evening,OP0062,unknown,Medical Device Part,steel,Steelcorp Ltd.,300.0,345.0,314.0,9.0,A+,Y,20.7,37.31,63.3,43.1,1.16,106.11,29.11,142.23,7.47,70.3,19.0,Due,Routine check
906,ORD-39771,09-Jan-2026,Plant C,MC-037,Welding Robot,6.5,  Day  ,OP0112,P. Rao,Automotive Parts,Copper,  global alloys  ,250.0,419.0,430.0,9.0,A+,Yes,35.0,42.17,67.8,40.1,1.89,143.48,9.67,74.24,11.59,41.1,1.0,Overdue,
907,ORD-33853,07-Mar-2026,Plant-D,MC-006,CNC Mill,5.3,Day,OP0035,N. Fernandes,Metal Bracket,Polycarbonate,Precision Components Co,250.0,441.0,,3.0,A,No,9.3,43.3,69.2,53.7,2.93,129.06,10.44,27.14,8.17,88.2,19.0,Overdue,Material shortage
908,ORD-64533,2026-06-12,Plant B,MC-037,Injection Molder,5.8,1st Shift,OP0066,"D'Souza, L.",Electronics Housing,Polycarbonate,Poly Materials Inc,200.0,635.0,622.0,13.0,  Grade A  ,yes,5.9,36.84,69.9,50.6,1.6,190.53,21.83,193.57,8.22,66.4,4.0,,  Late shift start 
909,ORD-87120,18-Jan-2026,,MC-025,Conveyor Unit,3.9,Evening,OP0047,P. Rao,Metal Bracket,  Steel  ,  Precision Components Co  ,200.0,631.0,560.0,6.0,  A+  ,NO,31.9,44.59,78.7,29.6,0.66,129.78,12.02,41.74,6.58,52.9,23.0,ok,OK
910,ORD-60930,2026-06-20,Plant B,MC-008,CNC Lathe,14.0,Morning,OP0073,P. Rao,Industrial Fastener,Polycarbonate,MetalWorks Pvt Ltd,300.0,505.0,497.0,6.0,Reject,Yes,19.3,45.55,80.0,43.2,0.36,244.04,15.09,59.3,8.44,71.6,35.0,,N/A
911,ORD-86528,2026-07-10,,MC-034,Welding Robot,9.5,Morning,OP0063,N. Fernandes,Consumer Plastics,Cast Iron,SteelCorp Ltd,100.0,468.0,424.0,7.0,B,No,45.7,19.47,68.8,41.3,3.66,154.34,18.95,68.02,4.86,80.6,39.0,,
912,ORD-12766,25/10/2025,  Plant C  ,MC-020,Welding Robot,11.6,Morning,OP0070,A. Iyer,Metal Bracket,Aluminum,global alloys,250.0,419.0,365.0,9.0,Grade A,Yes,32.0,54.9,58.1,47.9,1.3,153.99,11.53,55.65,9.22,47.6,2.0,DUE,
913,ORD-93986,11/06/2026,plant b,MC-021,Press Brake,12.2,Evening,OP0035,,Packaging Unit,Steel,global alloys,200.0,728.0,704.0,16.0,A+,,9.4,53.15,66.9,40.0,0.68,142.85,17.36,277.68,8.1,83.4,74.0,OK,unknown issue
914,ORD-46318,2026-08-21,  Plant B  ,MC-032,Assembly Line,2.2,Night,OP0059,unknown,Consumer Plastics,  ABS Plastic  ,global alloys,250.0,599.0,574.0,16.0,grade b,No,63.1,-33.56,77.7,44.0,1.93,66.22,17.95,277.74,7.42,61.7,0.0,Due,
915,ORD-80119,2026-05-12,Plant B,MC-025,3D Printer,4.0,Morning,OP0103,,Industrial Fastener,Polycarbonate,Global Alloys,50.0,521.0,504.0,4.0,grade b,Yes,39.6,58.73,71.6,50.1,0.07,168.29,20.06,68.22,6.82,79.2,22.0,N/A,Material shortage
916,ORD-45884,2026-07-21,plant b,MC-036,Stamping Press,8.6,  Evening  ,OP0041,,Medical Device Part,Steel,Poly Materials Inc,300.0,502.0,405.0,4.0,grade b,Yes,9.7,77.51,73.9,42.5,2.68,49.33,16.83,64.52,11.78,92.7,21.0,Due,Line stopped briefly
917,ORD-36462,26-Oct-2025,PLANT A,MC-008,CNC Mill,9.4,morning,OP0006,unknown,Electronics Housing,ABS Plastic,Steelcorp Ltd.,200.0,405.0,377.0,11.0,B,Yes,42.6,41.92,65.9,40.1,1.4,130.32,12.43,75.15,7.12,77.1,59.0,ok,Material shortage
918,ORD-30191,09-Feb-2026,  Plant E  ,MC-036,Press Brake,7.2,Morning,OP0020,A. Iyer,Industrial Fastener,ALUMINUM,  global alloys  ,200.0,477.0,456.0,8.0,A+,Yes,29.3,61.69,72.2,46.2,0.82,138.09,3.13,22.22,8.09,47.5,25.0,N/A,customer complaint logged
919,ORD-49048,01-Feb-2026,Plant C,MC-010,3D Printer,7.8,Evening,OP0056,R. Sharma,Consumer Plastics,Cast Iron,  Precision Components Co  ,200.0,515.0,420.0,9.0,Grade A,Yes,33.0,43.08,62.7,19.8,1.99,158.38,13.77,121.93,9.08,41.0,42.0,ok,unknown issue
920,ORD-65377,2026/02/10 09:22,Plant C,MC-030,Stamping Press,5.1,2nd Shift,OP0069,N. Fernandes,Consumer Plastics,  Polycarbonate  ,MetalWorks Pvt Ltd,300.0,392.0,363.0,8.0,A+,,19.6,45.35,77.8,55.5,1.11,104.26,39.32,173.0,6.94,83.3,63.0,Scheduled,
921,ORD-98846,10/01/2026,Plant C,MC-014,Conveyor Unit,3.4,Night,OP0015,"D'Souza, L.",Packaging Unit,Cast Iron,MetalWorks Pvt Ltd,250.0,272.0,266.0,3.0,A,,6.7,20.89,66.3,46.9,1.93,140.13,9.99,29.24,6.31,75.2,7.0,DUE,Routine check
922,ORD-13918,18/08/2026,Plant B,MC-035,Laser Cutter,11.5,Morning,OP0092,S. Kumar,Packaging Unit,steel,Poly Materials Inc,300.0,323.0,273.0,7.0,Grade A,Yes,4.5,71.54,76.2,46.8,2.21,130.14,21.45,89.06,10.44,57.9,18.0,,
923,ORD-90082,08/02/2026,Plant C,MC-012,Injection Molder,14.5,2nd Shift,OP0009,"D'Souza, L.",Metal Bracket,  Polycarbonate  ,global alloys,300.0,539.0,578.0,10.0,A,Yes,33.1,34.78,61.6,49.6,3.41,151.8,41.39,241.04,7.73,55.0,22.0,Due,Routine check
924,ORD-15946,19/03/2026,PLANT A,MC-014,Press Brake,4.0,Morning,OP0019,M. Naidu,Packaging Unit,Cast Iron,Global Alloys,200.0,364.0,345.0,2.0,Grade A,Yes,11.8,52.31,65.0,52.4,0.65,96.72,39.03,62.55,7.36,79.9,24.0,,customer complaint logged
925,ORD-10973,2026-07-25,Plant C,MC-016,CNC Lathe,5.3,Night,OP0034,"D'Souza, L.",Aerospace Component,steel,Poly Materials Inc,150.0,383.0,364.0,10.0,grade b,N,25.7,37.15,69.0,58.3,0.88,73.47,28.38,187.5,6.84,92.2,1.0,Overdue,OK
926,ORD-51182,29/04/2026,Plant C,MC-023,CNC Lathe,9.5,Morning,OP0106,"D'Souza, L.",Aerospace Component,Steel,Precision Components Co,150.0,638.0,603.0,10.0,C,Yes,15.1,42.66,79.5,47.6,3.21,120.33,38.85,232.18,8.31,79.2,24.0,Due,Material shortage
927,ORD-64720,2026-01-20,Plant B,MC-039,Press Brake,5.6,,OP0065,M. Naidu,Automotive Parts,Copper,Poly Materials Inc,150.0,482.0,423.0,7.0,A,Yes,36.2,70.58,77.9,37.2,2.47,106.0,44.71,193.24,6.29,97.2,7.0,N/A,
928,ORD-10931,24-Mar-2026,Plant B,MC-009,Welding Robot,2.7,morning,OP0098,A. Iyer,Medical Device Part,ABS Plastic,Precision Components Co,300.0,843.0,737.0,18.0,  B  ,Yes,12.6,36.89,73.3,53.9,0.29,140.36,21.41,255.84,9.2,74.5,20.0,,unknown issue
929,ORD-18779,07-17-2026,Plant A,MC-015,Welding Robot,1.4,1st Shift,OP0077,"D'Souza, L.",Electronics Housing,Aluminum,SteelCorp Ltd,250.0,422.0,381.0,11.0,B,Yes,42.2,56.33,69.4,68.7,2.79,166.27,35.46,197.13,9.54,47.2,53.0,Scheduled,N/A
930,ORD-66387,2026-01-17,Plant E,MC-005,Assembly Line,8.0,Day,OP0049,M. Naidu,Medical Device Part,Cast Iron,Poly Materials Inc,50.0,675.0,698.0,17.0,B,NO,38.6,58.71,87.5,58.2,0.68,131.29,10.23,140.75,9.23,58.8,16.0,ok,
931,ORD-36864,11/01/2026,  Plant C  ,MC-039,Conveyor Unit,12.1,Morning,OP0114,N. Fernandes,Aerospace Component,Steel,global alloys,200.0,472.0,469.0,8.0,Reject,Yes,28.0,57.56,68.4,38.7,1.02,111.79,37.45,161.22,8.4,52.6,34.0,Scheduled,customer complaint logged
932,ORD-85088,2026-02-09,Plant C,MC-022,Welding Robot,11.9,Day,OP0082,M. Naidu,Home Appliance Component,,Precision Components Co,50.0,546.0,616.0,18.0,Reject,Yes,17.0,43.81,76.3,41.5,2.45,,19.63,244.44,7.65,50.1,17.0,Due,N/A
933,ORD-51889,04-22-2026,  Plant A  ,MC-016,CNC Mill,5.0,Morning,OP0072,A. Iyer,Medical Device Part,Polycarbonate,Global Alloys,300.0,548.0,479.0,11.0,,No,13.9,48.83,71.4,44.0,3.15,76.4,43.72,349.16,8.52,66.3,18.0,ok,Line stopped briefly
934,ORD-88643,2026-07-20,Plant-D,MC-033,Laser Cutter,1.8,Morning,OP0051,M. Naidu,Industrial Fastener,Copper,Precision Components Co,250.0,394.0,307.0,7.0,Grade A,No,36.6,15.89,73.8,59.1,2.62,117.84,12.21,48.75,6.32,76.3,14.0,Scheduled,
935,ORD-59828,2026-06-06,Plant B,MC-027,Press Brake,9.5,morning,OP0036,A. Iyer,Home Appliance Component,Copper,SteelCorp Ltd,50.0,545.0,574.0,7.0,grade b,Y,44.4,38.08,70.7,47.2,2.16,114.06,16.61,99.55,8.21,76.2,29.0,N/A,customer complaint logged
936,ORD-83783,2025-12-10,Plant B,MC-004,Welding Robot,11.5,Night,OP0081,,Consumer Plastics,Aluminum,SteelCorp Ltd,,632.0,462.0,14.0,B,N,34.1,56.07,69.1,64.2,2.38,70.41,10.8,95.46,8.34,74.8,34.0,OK,
937,ORD-77590,2025-11-28,Plant A,MC-040,CNC Lathe,8.5,Morning,OP0008,M. Naidu,Medical Device Part,Polycarbonate,SteelCorp Ltd,300.0,333.0,274.0,3.0,B,yes,0.2,30.91,76.9,30.3,1.52,136.57,28.88,45.36,4.54,91.8,32.0,,Power fluctuation
938,ORD-33393,2026-02-04,Plant C,MC-035,3D Printer,11.0,Morning,OP0004,P. Rao,Aerospace Component,Copper,Poly Materials Inc,,481.0,385.0,8.0,,Yes,18.1,32.52,73.6,38.6,5.4,140.97,43.01,257.92,7.27,68.9,47.0,N/A,Power fluctuation
939,ORD-46829,11-08-2025,Plant A,MC-006,Conveyor Unit,6.6,Evening,OP0023,S. Kumar,Industrial Fastener,Polycarbonate,Poly Materials Inc,200.0,580.0,495.0,7.0,,No,554.6,38.94,73.8,38.4,3.07,80.91,11.75,79.44,7.07,50.2,38.0,Due,
940,ORD-51229,11-04-2025,Plant-D,MC-012,3D Printer,8.8,Evening,OP0013,A. Iyer,Consumer Plastics,Cast Iron,,,408.0,355.0,3.0,Grade A,No,57.6,52.1,68.6,50.7,3.47,126.96,6.43,18.83,10.14,66.6,9.0,DUE,Line stopped briefly
941,ORD-43092,29/07/2026,Plant B,MC-007,Press Brake,2.2,Evening,,unknown,Consumer Plastics,Polycarbonate,Poly Materials Inc,,641.0,599.0,12.0,A,No,8.8,56.66,73.8,61.4,0.85,144.01,21.09,199.18,10.17,92.4,13.0,OK,Material shortage
942,ORD-54345,08/02/2026,Plant B,MC-039,CNC Lathe,2.7,Evening,OP0070,unknown,Electronics Housing,Steel,Steelcorp Ltd.,100.0,384.0,384.0,14.0,B,No,1.0,50.04,70.9,58.7,2.68,206.63,4.58,54.35,6.42,90.7,34.0,Due,Line stopped briefly
943,ORD-31940,05-16-2026,Plant B,MC-039,Stamping Press,10.4,morning,OP0008,unknown,Industrial Fastener,ABS Plastic,Poly Materials Inc,300.0,535.0,434.0,8.0,,,32.6,56.45,63.7,41.7,2.56,116.2,22.03,133.64,8.19,62.9,28.0,Due,Material shortage
944,ORD-35391,12-29-2025,Plant-D,MC-039,Injection Molder,11.2,morning,OP0101,P. Rao,Electronics Housing,ALUMINUM,global alloys,50.0,681.0,655.0,17.0,A,NO,43.8,42.37,78.7,38.3,2.31,140.0,19.29,247.18,8.57,43.0,40.0,ok,Routine check
945,ORD-21177,2025/12/07 09:29,Plant A,MC-005,Stamping Press,12.3,Evening,OP0017,A. Iyer,Packaging Unit,ALUMINUM,Poly Materials Inc,250.0,475.0,518.0,7.0,,NO,5.3,32.16,67.0,43.3,3.08,145.92,39.37,216.49,9.74,70.5,23.0,DUE,customer complaint logged
946,ORD-86865,2026-05-30,Plant B,MC-005,CNC Lathe,5.2,Morning,OP0051,unknown,Automotive Parts,,Global Alloys,300.0,281.0,245.0,6.0,A+,,12.6,42.42,65.2,54.4,3.8,168.85,15.73,71.32,6.93,79.3,26.0,N/A,
947,ORD-99918,10-07-2025,Plant A,MC-038,CNC Mill,8.8,Evening,OP0055,R. Sharma,Automotive Parts,Aluminum,Global Alloys,250.0,544.0,473.0,7.0,B,No,50.8,36.65,72.8,61.3,1.45,138.62,40.31,266.92,6.47,65.4,31.0,DUE,Routine check
948,ORD-81646,03-Apr-2026,Plant B,MC-032,Injection Molder,10.6,morning,OP0005,N. Fernandes,Packaging Unit,Polycarbonate,Global Alloys,300.0,632.0,581.0,18.0,A,Yes,31.0,40.4,59.7,41.8,2.0,61.84,24.52,391.13,8.43,70.3,29.0,N/A,
949,ORD-44581,2025/11/02 01:16,Plant-D,MC-034,Assembly Line,10.6,Night,OP0062,,Metal Bracket,Copper,Global Alloys,300.0,572.0,644.0,15.0,Grade A,,10.4,47.05,78.0,29.8,1.48,89.89,27.03,302.63,8.38,48.5,12.0,N/A,N/A
950,ORD-84647,10/04/2026,Plant E,MC-004,Assembly Line,12.1,morning,OP0074,K. Verma,Automotive Parts,  ABS Plastic  ,SteelCorp Ltd,100.0,438.0,457.0,6.0,,,45.4,36.37,66.8,50.5,1.53,136.25,15.36,62.79,8.83,47.6,2.0,Due,Power fluctuation
951,ORD-44866,01-16-2026,PLANT A,MC-021,Laser Cutter,11.5,Night,OP0116,S. Kumar,Metal Bracket,Copper,global alloys,50.0,387.0,326.0,8.0,Grade A,No,18.3,34.76,58.4,33.3,3.67,133.93,43.55,282.83,6.77,40.5,8.0,ok,OK
952,ORD-72573,11/01/2026,Plant A,MC-037,Laser Cutter,6.1,1st Shift,OP0063,K. Verma,Home Appliance Component,steel,Poly Materials Inc,200.0,523.0,541.0,20.0,A,No,60.5,45.48,65.9,48.2,2.42,168.54,14.83,263.94,6.71,90.5,18.0,OK,customer complaint logged
953,ORD-42457,22-Aug-2026,  Plant C  ,MC-018,Conveyor Unit,10.4,Day,OP0100,P. Rao,Medical Device Part,Steel,Steelcorp Ltd.,50.0,598.0,545.0,9.0,A+,NO,84.1,67.78,65.2,39.6,6.17,82.24,2.63,15.29,7.27,55.4,32.0,,Material shortage
954,ORD-98027,2026-02-28,Plant C,MC-018,Laser Cutter,8.3,Night,OP0036,,Consumer Plastics,Polycarbonate,Precision Components Co,200.0,226.0,205.0,3.0,Grade A,Yes,20.7,42.47,80.6,50.2,2.73,136.18,26.89,60.95,7.56,61.3,22.0,OK,customer complaint logged
955,ORD-79817,2025-11-26,Plant C,MC-011,3D Printer,7.1,  Evening  ,OP0077,P. Rao,Industrial Fastener,steel,global alloys,,590.0,555.0,8.0,B,,28.7,37.08,58.8,38.9,3.87,107.24,19.46,149.81,8.02,75.7,34.0,Scheduled,customer complaint logged
956,ORD-33706,05-Dec-2025,Plant B,MC-011,CNC Mill,6.6,NIGHT,OP0104,M. Naidu,Metal Bracket,Aluminum,Steelcorp Ltd.,150.0,418.0,398.0,16.0,,Yes,48.8,54.11,66.1,45.2,2.13,110.59,41.5,651.97,6.38,60.8,25.0,Overdue,N/A
957,ORD-64657,03-15-2026,Plant C,MC-010,Press Brake,14.3,Night,OP0002,P. Rao,Industrial Fastener,steel,Poly Materials Inc,100.0,487.0,493.0,9.0,grade b,No,19.4,58.81,73.0,48.6,1.72,143.66,40.57,205.96,7.6,55.9,28.0,N/A,
958,ORD-72988,14-Jun-2026,Plant B,MC-009,Conveyor Unit,14.7,morning,OP0104,P. Rao,Packaging Unit,ALUMINUM,Steelcorp Ltd.,150.0,453.0,432.0,8.0,C,N,27.4,57.5,51.8,40.9,1.81,117.57,18.81,116.52,11.53,71.3,30.0,ok,Material shortage
959,ORD-43801,2025/11/26 11:16,PLANT A,MC-020,Stamping Press,13.2,1st Shift,OP0017,K. Verma,Packaging Unit,,Steelcorp Ltd.,150.0,348.0,333.0,10.0,Grade A,No,16.7,47.41,76.1,44.6,1.1,116.53,44.06,272.21,6.68,46.5,39.0,Due,Power fluctuation
960,ORD-16708,2026-07-29,Plant C,MC-027,Laser Cutter,11.8,morning,OP0050,K. Verma,Metal Bracket,Cast Iron,,250.0,529.0,538.0,9.0,Grade A,yes,8.7,47.7,75.1,52.6,0.58,125.14,22.5,122.07,6.93,93.5,4.0,N/A,OK
961,ORD-42285,12-Dec-2025,Plant E,MC-017,3D Printer,12.7,1st Shift,OP0097,,Automotive Parts,Cast Iron,MetalWorks Pvt Ltd,,376.0,338.0,6.0,A+,yes,48.3,22.67,69.0,55.3,1.55,80.41,39.34,225.86,9.94,127.5,63.0,Due,OK
962,ORD-42435,2026-02-11,Plant-D,MC-016,CNC Lathe,4.8,Night,OP0065,P. Rao,Home Appliance Component,Polycarbonate,Steelcorp Ltd.,300.0,375.0,388.0,12.0,Reject,yes,0.2,42.76,68.5,51.4,2.01,137.03,6.99,64.97,8.44,77.2,42.0,ok,unknown issue
963,ORD-67779,30/01/2026,,MC-037,Welding Robot,6.5,Evening,OP0073,R. Sharma,Packaging Unit,Polycarbonate,,50.0,793.0,745.0,22.0,Grade A,NO,27.0,47.69,60.9,50.7,4.55,167.09,41.84,523.19,8.15,66.1,34.0,Scheduled,
964,ORD-92254,31-May-2026,Plant C,MC-019,Stamping Press,12.7,Evening,OP0115,R. Sharma,Packaging Unit,steel,MetalWorks Pvt Ltd,,408.0,408.0,5.0,,Yes,19.5,58.29,65.4,17.9,2.34,126.32,15.73,67.49,11.7,40.2,15.0,Overdue,unknown issue
965,ORD-94252,2025/11/13 19:03,Plant C,MC-005,Stamping Press,2.2,Day,OP0050,"D'Souza, L.",Medical Device Part,ALUMINUM,SteelCorp Ltd,100.0,788.0,731.0,17.0,Reject,Yes,6.9,45.45,65.6,44.0,1.87,94.38,36.52,491.05,8.96,51.6,74.0,DUE,N/A
966,ORD-27635,2026-08-31,Plant E,MC-003,Conveyor Unit,3.6,Evening,OP0054,S. Kumar,Electronics Housing,Polycarbonate,Poly Materials Inc,50.0,427.0,394.0,15.0,C,,17.2,48.51,69.3,37.6,2.28,175.6,21.28,290.51,8.35,49.5,15.0,,Line stopped briefly
967,ORD-10593,04-May-2026,Plant-D,MC-023,Conveyor Unit,3.0,Day,OP0077,M. Naidu,Electronics Housing,Cast Iron,  Precision Components Co  ,300.0,695.0,735.0,13.0,  A+  ,,17.4,51.54,67.9,35.6,2.01,72.65,43.02,502.97,8.35,51.3,18.0,OK,Routine check
968,ORD-53866,2026-07-19,Plant A,MC-023,Laser Cutter,4.5,Morning,OP0026,S. Kumar,Aerospace Component,Steel,Poly Materials Inc,100.0,350.0,276.0,5.0,A,Yes,6.7,35.89,60.8,48.9,4.12,71.11,19.12,74.4,8.28,56.2,17.0,,N/A
969,ord3284,2026-03-11,Plant E,MC-023,3D Printer,10.8,Night,OP0031,P. Rao,Home Appliance Component,,Poly Materials Inc,150.0,406.0,340.0,6.0,grade b,NO,54.6,29.19,64.1,74.2,1.21,176.69,9.6,40.12,7.1,82.3,8.0,OK,Material shortage
970,ORD-46817,25-Dec-2025,Plant B,MC-029,Assembly Line,4.6,Morning,OP0063,M. Naidu,Medical Device Part,Aluminum,MetalWorks Pvt Ltd,200.0,493.0,472.0,5.0,A,No,38.6,51.53,76.0,42.9,1.43,153.21,37.85,125.11,7.12,59.1,53.0,Due,  Late shift start 
971,ORD-21683,02-21-2026,Plant-D,MC-031,CNC Mill,4.8,2nd Shift,OP0089,K. Verma,Aerospace Component,Aluminum,MetalWorks Pvt Ltd,150.0,728.0,736.0,15.0,Reject,Yes,44.2,36.31,62.2,12.1,3.64,173.91,7.9,85.14,8.75,60.7,35.0,N/A,  Late shift start 
972,ORD-10746,2025/10/24 02:23,Plant C,MC-030,Welding Robot,13.2,Morning,OP0004,"D'Souza, L.",Aerospace Component,Steel,MetalWorks Pvt Ltd,50.0,570.0,550.0,7.0,C,NO,35.2,34.72,65.0,40.6,2.58,143.65,14.53,93.26,6.45,40.6,22.0,Due,
973,ORD-46890,2026-04-25,Plant-D,MC-008,Press Brake,2.9,Evening,OP0067,M. Naidu,Consumer Plastics,Steel,Precision Components Co,,306.0,283.0,4.0,,,7.4,39.71,81.9,35.7,1.98,167.27,18.0,57.03,5.6,60.2,15.0,N/A,  Late shift start 
974,ORD-83389,25-Jan-2026,Plant-D,MC-007,CNC Mill,13.4,Evening,OP0097,M. Naidu,Aerospace Component,  Polycarbonate  ,MetalWorks Pvt Ltd,250.0,605.0,612.0,13.0,,yes,10.3,57.39,81.1,39.2,1.16,124.86,20.68,159.93,7.11,59.2,33.0,Scheduled,unknown issue
975,ORD-62205,2026-07-10,Plant A,MC-001,Injection Molder,14.1,1st Shift,OP0110,A. Iyer,Metal Bracket,Copper,SteelCorp Ltd,50.0,490.0,450.0,14.0,Grade A,Yes,20.3,30.91,63.3,54.3,0.36,125.96,39.59,326.83,5.61,88.8,18.0,,Routine check
976,ORD-18027,09-02-2026,Plant-D,MC-009,Press Brake,6.9,Night,,,Electronics Housing,steel,Global Alloys,50.0,674.0,598.0,12.0,C,Yes,10.3,39.07,58.5,25.7,4.55,96.07,10.56,80.57,9.76,56.1,43.0,Scheduled,OK
977,ORD-64005,19/11/2025,Plant A,MC-008,Conveyor Unit,3.6,Night,OP0044,A. Iyer,Medical Device Part,steel,SteelCorp Ltd,50.0,603.0,506.0,16.0,Grade A,,18.3,46.79,78.8,24.8,2.26,77.68,19.98,319.42,10.51,55.6,34.0,DUE,Material shortage
978,ORD-28058,2026-03-15,Plant C,MC-027,CNC Lathe,10.0,Evening,OP0114,P. Rao,Consumer Plastics,ALUMINUM,Precision Components Co,300.0,390.0,370.0,7.0,,,4.7,44.68,62.1,57.5,2.55,134.21,21.41,85.37,4.95,59.7,34.0,Overdue,
979,ORD-80663,2025-12-03,Plant-D,MC-013,CNC Lathe,9.8,Day,OP0095,unknown,Metal Bracket,Cast Iron,SteelCorp Ltd,,207.0,203.0,3.0,C,Yes,15.8,48.22,58.0,59.4,1.32,61.39,5.12,8.99,8.44,49.4,14.0,ok,unknown issue
